rank,seller_id,orders,reviewed_orders,mean_score,bad_reviews,canceled_orders,late_rate,revenue,bad_share,cancel_rate,bad_share_lower_bound,seller_state,seller_city
611,91f848e9f4be368f4318775aac733370,63,61,4.279,5,0,0.0167,5932.6,0.082,0.0,0.0355,SP,sao paulo
612,d57e18d5f73c7ccb7f7339b61166898d,61,61,4.426,5,0,0.0,3187.7,0.082,0.0,0.0355,SP,sao paulo
613,c66dccfb3f109511246da627dd5a2498,45,45,4.489,4,0,0.0465,12708.55,0.0889,0.0,0.0351,SP,registro
614,870d0118f7a9d85960f29ad89d5d989a,45,45,4.044,4,0,0.0444,3157.2,0.0889,0.0,0.0351,MG,pocos de caldas
615,1b938a7ec6ac5061a66a3766e0e75f90,30,30,4.3,3,0,0.0,3987.6,0.1,0.0,0.0346,SP,penapolis
616,3c487ae8f8d7542beff5788e2e0aea83,30,30,4.2,3,0,0.0333,9385.7,0.1,0.0,0.0346,DF,gama
617,381c83fdca332ea6afd896da20bf6e4a,46,46,4.391,4,0,0.0217,7355.8,0.087,0.0,0.0344,PR,curitiba
618,cce6ab8d1682639fe45ab70234f1665f,63,63,4.413,5,1,0.0328,2522.7,0.0794,0.0159,0.0344,SP,curitiba
619,efcd8d2104f1a05d028af7bad20d974b,47,47,4.17,4,0,0.0227,2424.78,0.0851,0.0,0.0336,SP,aracatuba
620,9b00ed88b7fdb95d6ff76e27c1b52d16,47,47,4.468,4,1,0.0652,1627.88,0.0851,0.0213,0.0336,SP,sao paulo
621,78c99c6dff4eeae5be99bf635ed21e3f,31,31,4.419,3,0,0.0645,2030.88,0.0968,0.0,0.0335,SP,marilia
622,33576ec5412fb5905d876f12f33bfde6,31,31,4.097,3,0,0.0323,2718.0,0.0968,0.0,0.0335,PR,curitiba
623,b74d1c09cb380e1d03a6f859c6f4224b,31,31,4.258,3,0,0.1333,2221.6,0.0968,0.0,0.0335,RJ,rio de janeiro
624,42b729f859728f5079499127a9c2ef37,104,103,4.466,7,0,0.08,4118.86,0.068,0.0,0.0333,SP,sao paulo
625,4c498c7345e89aebad651544829beca0,48,48,4.292,4,0,0.1111,4819.76,0.0833,0.0,0.0329,SP,carapicuiba
626,6481e96574816ead57975da2c0f6d80d,32,32,4.188,3,0,0.0345,3324.9,0.0938,0.0,0.0324,SP,sorocaba
627,9baf5cb77970f539089d09a38bcec5c3,32,32,4.312,3,0,0.0,6129.67,0.0938,0.0,0.0324,SP,indaiatuba
628,8bd0f31cf0a614c658f6763bd02dea69,33,32,4.281,3,0,0.0303,4455.34,0.0938,0.0,0.0324,SP,sao paulo
629,01fdefa7697d26ad920e9e0346d4bd1b,129,128,4.352,8,0,0.0551,14921.43,0.0625,0.0,0.032,PR,londrina
630,66922902710d126a0e7d26b0e3805106,151,150,4.473,9,0,0.0733,14362.3,0.06,0.0,0.0319,MG,belo horizonte
631,cb8bcce248bb1fb274ba762d8b971456,68,68,4.25,5,0,0.0154,9402.2,0.0735,0.0,0.0318,MG,santa rita do sapucai
632,dfc5fb7259bb2b599ca565e6e9448f0f,33,33,4.121,3,0,0.0303,6124.63,0.0909,0.0,0.0314,SP,sao bernardo do campo
633,cc5a78bbad32776dc4e3af205218368c,33,33,4.455,3,0,0.0303,4269.18,0.0909,0.0,0.0314,MG,divinopolis
634,0ffa40d54288e4f3499b8780dd0f144f,33,33,4.485,3,0,0.1212,2162.8,0.0909,0.0,0.0314,SP,presidente prudente
635,b90e891671cffd9557f33a97dc523645,34,34,4.324,3,0,0.0,4449.0,0.0882,0.0,0.0304,PR,sao jose dos pinhais
636,5160d23075764e18e07c1f4a87fad743,34,34,4.382,3,1,0.0,2429.0,0.0882,0.0294,0.0304,SP,sao bernardo do campo
637,2b3e4a2a3ea8e01938cabda2a3e5cc79,52,52,4.365,4,0,0.0,23629.15,0.0769,0.0,0.0303,SP,sao paulo
638,e49c26c3edfa46d227d5121a6b6e4d37,35,35,4.457,3,1,0.0,3654.25,0.0857,0.0286,0.0296,PE,brejao
639,bd4889b5e9133b35b66e42a8665cea5c,36,35,4.4,3,0,0.0,6271.9,0.0857,0.0,0.0296,SP,sao paulo
640,42bde9fef835393bb8a8849cb6b7f245,35,35,4.257,3,1,0.0294,7703.0,0.0857,0.0286,0.0296,DF,brasilia
641,11305281b50fff20ae8bb473f8e11876,35,35,4.314,3,0,0.1143,6528.7,0.0857,0.0,0.0296,MG,uba
642,fde0cc9ea29c8ccfc0a2c22256a58c71,35,35,4.486,3,0,0.0294,3922.0,0.0857,0.0,0.0296,PR,curitiba
643,08633c14ef2db992c11f840f04fad4cd,74,74,4.365,5,0,0.0563,7644.3,0.0676,0.0,0.0292,SP,ribeirao pires
644,d9a84e1403de8da0c3aa531d6d108ba6,54,54,4.519,4,0,0.0566,1425.2,0.0741,0.0,0.0292,SP,sao paulo
645,325f3178fb58e2a9778334621eecdbf9,36,36,4.444,3,0,0.0,981.7,0.0833,0.0,0.0287,SP,taboao da serra
646,14d7985702e72162bbf13b6beb74ab2b,37,37,4.324,3,0,0.1081,3887.0,0.0811,0.0,0.028,SP,santo andre
647,718539d38d07dd351c76db862760e2e2,37,37,4.432,3,2,0.0,1318.9,0.0811,0.0541,0.028,SP,campinas
648,c003204e1ab016dfa150abc119207b24,197,196,4.449,10,0,0.0526,25108.09,0.051,0.0,0.0279,SP,cajamar
649,7f7b8245c336066a1f9933c359f11d77,38,38,4.553,3,0,0.027,2094.36,0.0789,0.0,0.0272,SP,mogi mirim
650,05ff92fedb5be47920fea08e501238b9,59,59,4.237,4,0,0.0357,21992.78,0.0678,0.0,0.0267,RS,santo angelo
651,8fdca8e349553f99bc738833a62c8802,22,21,4.19,2,0,0.0455,989.34,0.0952,0.0,0.0265,SP,sao paulo
652,412a4720f3e9431b4afa1476a1acddbe,21,21,4.238,2,0,0.0476,2058.1,0.0952,0.0,0.0265,SP,campinas
653,808d4348b916efa08e766ebad39f61eb,21,21,4.429,2,0,0.0556,731.1,0.0952,0.0,0.0265,SP,sao paulo
654,55d3daac7c404d59e51c2aa2f4dc5a23,21,21,4.095,2,0,0.0,4480.6,0.0952,0.0,0.0265,SP,sao paulo
655,eeb6de78f79159600292e314a77cbd18,83,83,4.446,5,0,0.0375,43739.84,0.0602,0.0,0.026,SC,lages
656,5f1dc28029d2c244352a68107ec2b542,62,61,4.426,4,0,0.0161,2807.3,0.0656,0.0,0.0258,SP,sao paulo
657,20d83f3ef0e6925fd74bfd59170babf7,40,40,4.4,3,0,0.05,2903.6,0.075,0.0,0.0258,SP,sao paulo
658,b1ac6ea7895bc3dd6f0f6f4abbdd2821,40,40,4.35,3,0,0.0,3139.0,0.075,0.0,0.0258,RS,canoas
659,aced59e9b31ef866a94f9e7f29d8d418,61,61,4.426,4,0,0.0328,7268.5,0.0656,0.0,0.0258,SP,sao paulo
660,3f3486b61f45078d4f31ee5e43d8c5bb,40,40,4.325,3,0,0.1026,3829.73,0.075,0.0,0.0258,SP,sao paulo
661,715bbd5ba4e6b74cb0d2f29eb45058b0,62,62,4.468,4,0,0.0847,4043.3,0.0645,0.0,0.0254,SP,serra negra
662,0d33a55da925bbf1ff02af5f6059fc7f,22,22,4.455,2,0,0.0476,547.3,0.0909,0.0,0.0253,SP,sao paulo
663,5670f4db5b62c43d542e1b2d56b0cf7c,22,22,4.409,2,0,0.05,6630.09,0.0909,0.0,0.0253,SP,sao paulo
664,7901646fdd36a55f564ffaf2dbccaaf7,22,22,4.5,2,0,0.0909,11857.08,0.0909,0.0,0.0253,RJ,rio de janeiro
665,730937bf88cb151eb2eb849f642fc213,22,22,4.409,2,0,0.0476,2821.2,0.0909,0.0,0.0253,SP,rio claro
666,e9511df20ccd82658a30c37b7fb343af,22,22,4.318,2,0,0.0,2096.6,0.0909,0.0,0.0253,SP,bauru
667,7b1222c3624aa89b9558b50a2594188c,22,22,4.455,2,0,0.1364,10103.52,0.0909,0.0,0.0253,SP,sao jose do rio preto
668,9596c870880d900012f2e8e6e30d06d7,22,22,4.136,2,0,0.0476,8606.25,0.0909,0.0,0.0253,MG,varginha
669,289cdb325fb7e7f891c38608bf9e0962,110,110,4.573,6,0,0.0192,13544.95,0.0545,0.0,0.0252,SP,belo horizonte
670,e7df4cd29ab5abab70fb0783ddb53987,23,23,4.304,2,0,0.087,9608.7,0.087,0.0,0.0242,SP,sao paulo
671,6426d21aca402a131fc0a5d0960a3c90,23,23,4.174,2,0,0.0,1209.64,0.087,0.0,0.0242,SP,ribeirao preto
672,c68fb906c8f4b4b946d8386bfa6e5467,45,44,4.523,3,0,0.0238,4541.16,0.0682,0.0,0.0235,SP,jaboticabal
673,b8bc237ba3788b23da09c0f1f3a3288c,45,44,4.318,3,0,0.0222,13685.71,0.0682,0.0,0.0235,SC,itajai
674,4da0e408c99d2fdc2126dc9fce518060,44,44,4.409,3,0,0.0,3026.0,0.0682,0.0,0.0235,PR,cornelio procopio
675,acce39e832338debb07b02385cde5967,44,44,4.477,3,0,0.0,4748.1,0.0682,0.0,0.0235,MG,contagem
676,bccf933e006e9b94a6184af782963e77,45,44,4.523,3,0,0.0222,4162.74,0.0682,0.0,0.0235,SP,assis
677,7ecd59e5e20407131822c1a68ac59c1f,24,24,4.417,2,0,0.125,1466.71,0.0833,0.0,0.0231,DF,brasilia
678,8cc6a0e5738e61a87b03c78b2ba9db4b,24,24,4.333,2,0,0.087,13312.4,0.0833,0.0,0.0231,MG,andradas
679,f680f85bee2d253556ac91be391d2c82,45,45,4.333,3,0,0.0227,5183.92,0.0667,0.0,0.0229,SP,carapicuiba
680,6b90f847357d8981edd79a1eb1bf0acb,45,45,4.356,3,0,0.0,3322.08,0.0667,0.0,0.0229,SP,guarulhos
681,080102cd0a76b09e0dcf55fcacc60e05,124,124,4.476,6,0,0.0424,5716.78,0.0484,0.0,0.0224,MG,belo horizonte
682,15aac934c58d886785ac1b17953ea898,25,25,4.24,2,0,0.12,4353.9,0.08,0.0,0.0222,ES,muqui
683,b2a6d334e2833acea353624840e25a0e,25,25,4.48,2,0,0.0,1650.98,0.08,0.0,0.0222,SP,sao paulo
684,e48b04bf1aa1ef711caebeb7aede6180,25,25,4.48,2,0,0.0,3187.1,0.08,0.0,0.0222,PR,curitiba
685,9d4db00d65d7760644ac0c14edb5fd86,98,97,4.515,5,0,0.0444,9979.7,0.0515,0.0,0.0222,SP,sorocaba
686,5debea795b07621e1f90532e18f96145,25,25,4.36,2,0,0.0,1883.78,0.08,0.0,0.0222,PR,apucarana
687,916748bc99315c2d202898ae58b1617e,25,25,4.28,2,0,0.0,369.4,0.08,0.0,0.0222,SP,sorocaba
688,c8417879a15366a17c30af34c798c332,26,25,4.28,2,0,0.04,1767.9,0.08,0.0,0.0222,SP,sao paulo
689,282f23a9769b2690c5dda22e316f9941,99,99,4.333,5,0,0.0417,6505.08,0.0505,0.0,0.0218,MG,belo horizonte
690,9de4643a8dbde634fe55621059d92273,72,72,4.528,4,0,0.0278,17560.34,0.0556,0.0,0.0218,SC,joinville
691,06df0c10d34e459d9672bc77388742eb,26,26,4.346,2,0,0.0385,9070.0,0.0769,0.0,0.0213,PR,maringa
692,77a515caa36327151d1cc6c32a9f00e1,26,26,4.423,2,0,0.125,2217.39,0.0769,0.0,0.0213,SP,diadema
693,f7496d659ca9fdaf323c0aae84176632,26,26,4.577,2,0,0.0417,5087.57,0.0769,0.0,0.0213,SP,sao paulo
694,4bfc7a4a1cf8d4d2121c27422d9e50b5,26,26,4.538,2,0,0.04,8124.4,0.0769,0.0,0.0213,SP,sao paulo
695,729b2d09b2a0bdab221076327f13d050,49,49,4.49,3,0,0.0417,1822.11,0.0612,0.0,0.021,SP,mineiros do tiete
696,994f04b3718c2bab35c2adfa8afecd2a,49,49,4.245,3,2,0.0638,3445.7,0.0612,0.0408,0.021,SP,jaguariuna
697,12b9676b00f60f3b700e83af21824c0e,135,134,4.537,6,1,0.0075,26774.0,0.0448,0.0074,0.0207,RS,montenegro
698,f41ce2e25237f9092cd8e6e7516c7a2f,27,27,4.296,2,0,0.0,2030.9,0.0741,0.0,0.0206,SP,guarulhos
699,5f5b43b2bffa8656e4bc6efeb13cc649,27,27,4.407,2,0,0.037,3677.2,0.0741,0.0,0.0206,SP,sao paulo
700,1f1bb1f0859883505541bdd6606193e5,27,27,4.333,2,0,0.1111,16040.84,0.0741,0.0,0.0206,SP,sao paulo
701,d921b68bf747894be13a97ae52b0f386,77,77,4.558,4,0,0.0137,15645.8,0.0519,0.0,0.0204,MG,formiga
702,d4e12e7884759a14fa0f5f896c791cae,29,29,4.621,2,0,0.0357,1400.0,0.069,0.0,0.0191,SP,sao paulo
703,2dee2ce60de9709b1a24083217181a1f,54,54,4.426,3,0,0.0185,7784.5,0.0556,0.0,0.0191,MT,sinop
704,a5cba26a62b8b4d0145b68b841e62e7f,54,54,4.519,3,0,0.0192,14737.84,0.0556,0.0,0.0191,PR,campo mourao
705,3361277dc30b7cccdb0c286b24219756,29,29,4.345,2,0,0.069,3905.05,0.069,0.0,0.0191,PR,maringa
706,b2ac621f0d0322434d04a12b078b9369,30,30,4.4,2,0,0.1,9575.5,0.0667,0.0,0.0185,PR,curitiba
707,c8b3445d737de6befde0c88ede534a5e,30,30,4.433,2,0,0.0333,3149.04,0.0667,0.0,0.0185,SP,sao paulo
708,e38db885400cd35c71dfd162f2c1dbcf,30,30,4.467,2,0,0.1,2066.8,0.0667,0.0,0.0185,DF,brasilia
709,8a130737016f838139d31878787a39c9,56,56,4.446,3,0,0.0741,4222.03,0.0536,0.0,0.0184,SP,sao paulo
710,e882b2a25a10b9c057cc49695f222c19,57,57,4.579,3,0,0.0,51057.54,0.0526,0.0,0.018,RJ,teresopolis
711,7b0df942f46435babab05d49b744b2c4,32,31,4.387,2,0,0.0938,22600.63,0.0645,0.0,0.0179,SP,braganca paulista
712,0ebd97a106433a45a4aebe57c1799778,31,31,4.484,2,0,0.0,3046.8,0.0645,0.0,0.0179,MG,contagem
713,f67efa3f0b6761102a7f8c6b7b571f5d,31,31,4.484,2,0,0.0,5188.68,0.0645,0.0,0.0179,PR,curitiba
714,e8b4225284fbb02d16f200513f1f395d,31,31,4.194,2,0,0.1034,5788.52,0.0645,0.0,0.0179,SP,novo horizonte
715,cd6efc47efaabf134f8bdb654e10b4f1,31,31,4.484,2,0,0.069,4158.55,0.0645,0.0,0.0179,RJ,rio de janeiro
716,c864036feaab8c1659f65ea4faebe1da,58,58,4.569,3,0,0.0345,10454.2,0.0517,0.0,0.0177,PR,campo largo
717,3340ef1913fb70d28420f6ceb685c339,32,32,4.375,2,0,0.0312,6731.15,0.0625,0.0,0.0173,PR,maringa
718,f62d7bb4a613ec758a03342d46b580b2,32,32,4.375,2,0,0.0938,24665.0,0.0625,0.0,0.0173,MG,vicosa
719,fad44952713764836814be105382aee5,32,32,4.281,2,0,0.0,5129.0,0.0625,0.0,0.0173,RJ,rio de janeiro
720,1caf283236cd69af44cbc09a0a1e7d32,33,33,4.606,2,0,0.0909,917.6,0.0606,0.0,0.0168,RJ,nova iguacu
721,57e632711dec9ec14ca7546769483e7e,62,62,4.419,3,0,0.0,6350.06,0.0484,0.0,0.0166,SC,navegantes
722,5b925e1d006e9476d738aa200751b73b,63,63,4.603,3,0,0.0645,7748.5,0.0476,0.0,0.0163,SP,sao paulo
723,6338ea67c41078a46ad99cc009654956,37,35,4.6,2,0,0.0,2286.09,0.0571,0.0,0.0158,RS,farroupilha
724,643214e62b870443ccbe55ab29a4dccf,66,66,4.409,3,0,0.1094,3270.13,0.0455,0.0,0.0156,SP,sao paulo
725,834f3294fba9f932f56edc879193f925,66,66,4.545,3,0,0.0606,39907.5,0.0455,0.0,0.0156,SP,araraquara
726,ac3508719a1d8f5b7614b798f70af136,103,101,4.604,4,0,0.0198,12775.84,0.0396,0.0,0.0155,RS,canoas
727,f181738b150df1f37cb0bd72e705b193,36,36,4.472,2,0,0.0833,5529.7,0.0556,0.0,0.0154,SP,carapicuiba
728,32b8764b4ef628b53608fc34011fcc13,36,36,4.194,2,0,0.0312,8884.0,0.0556,0.0,0.0154,SC,lages
729,3586b8580d9c917874e053a1bb37b5ff,36,36,4.417,2,0,0.0278,1524.7,0.0556,0.0,0.0154,SP,araraquara
730,ba90964cff9b9e0e6f32b23b82465f7b,38,38,4.421,2,0,0.0526,44212.5,0.0526,0.0,0.0145,SP,guarulhos
731,113e3a788b935f48aad63e1c41dac1bd,39,38,4.316,2,0,0.0526,847.35,0.0526,0.0,0.0145,SP,aparecida
732,6cd68b3ed6d59aaa9fece558ad360c0a,149,149,4.456,5,0,0.0134,11188.57,0.0336,0.0,0.0144,MG,belo horizonte
733,d23019c84ffae2d5ef2270367b8605fc,39,39,4.41,2,0,0.0256,29205.1,0.0513,0.0,0.0142,PR,londrina
734,5a93f3ab0ef4c84ed5e1b5dbf23978bc,39,39,4.692,2,0,0.0263,2338.25,0.0513,0.0,0.0142,SP,monteiro lobato
735,34d1ca11b242c0fee2c834ae8d788566,40,39,4.333,2,0,0.0,13422.24,0.0513,0.0,0.0142,MG,congonhas
736,55a5b51f93f2b70ea513f5a047b0262a,39,39,4.462,2,0,0.0256,4002.3,0.0513,0.0,0.0142,MG,sao joao del rei
737,d1b65fc7debc3361ea86b5f14c68d2e2,40,40,4.55,2,1,0.0256,11703.07,0.05,0.025,0.0138,SP,mogi guacu
738,516e7738bd8f735ac19a010ee5450d8d,76,76,4.566,3,0,0.029,6643.09,0.0395,0.0,0.0135,RJ,rio de janeiro
739,0ed6ce5d87fd9c69eaacaeb778d67235,43,42,4.405,2,0,0.1429,2141.42,0.0476,0.0,0.0131,SP,americana
740,744dac408745240a2c2528fb1b6028f3,79,79,4.57,3,0,0.013,22490.6,0.038,0.0,0.013,PR,colombo
741,1bb2bdb95f4841f1bba2c0d2cd83d3c9,81,80,4.638,3,0,0.0633,5002.71,0.0375,0.0,0.0128,SP,sao paulo
742,02f623a8eb246f3c5f7c2f96462654e6,44,43,4.558,2,0,0.0714,6378.0,0.0465,0.0,0.0128,SP,botucatu
743,b410bdd36d5db7a65dcd42b7ead933b8,44,44,4.659,2,0,0.0,7726.9,0.0455,0.0,0.0126,GO,goiania
744,abcd2cb37d46c2c8fb1bf071c859fc5b,45,45,4.244,2,0,0.0465,4880.22,0.0444,0.0,0.0123,MT,cuiaba
745,2ff97219cb8622eaf3cd89b7d9c09824,89,89,4.528,3,1,0.0375,4476.9,0.0337,0.0112,0.0115,SP,salto
746,3504c0cb71d7fa48d967e0e4c94d59d9,53,53,4.415,2,0,0.0,2349.94,0.0377,0.0,0.0104,SP,maua
747,d9bd94811c3338dceb4181f3dbc0c73e,54,54,4.796,2,0,0.06,6911.02,0.037,0.0,0.0102,SP,sao paulo
748,116ccb1a1604bc88e4d234a8c23f33de,61,61,4.639,2,0,0.0339,2004.89,0.0328,0.0,0.009,SP,sao bernardo do campo
749,8ab42aa58097fd4668d60cc648225d5f,20,20,4.2,1,0,0.0,2616.75,0.05,0.0,0.0089,GO,goiania
750,b494891378bd8f4560abe576c52deacd,20,20,4.65,1,0,0.0,2958.9,0.05,0.0,0.0089,SP,sao paulo
751,cfe94489ddd337d1e29e12f2a7205d10,20,20,4.3,1,0,0.05,2376.0,0.05,0.0,0.0089,SP,sao paulo
752,1fe5540d7c1c37a595fefbacd5570d9e,20,20,4.3,1,0,0.05,4537.6,0.05,0.0,0.0089,RJ,paraiba do sul
753,d566c37fa119d5e66c4e9052e83ee4ea,65,64,4.688,2,0,0.0,5145.7,0.0312,0.0,0.0086,SP,sao paulo
754,c72de06d72748d1a0dfb2125be43ba63,21,21,4.476,1,0,0.0,17522.0,0.0476,0.0,0.0084,BA,guanambi
755,a5a1bfcf728ab0e19182959cf0771ee4,21,21,4.333,1,0,0.0476,1812.96,0.0476,0.0,0.0084,SP,socorro
756,b347677812ea483b0f528eaf8cbc09b7,21,21,4.524,1,0,0.0,7288.99,0.0476,0.0,0.0084,PR,curitiba
757,02ecc2a19303f05e59ce133fd923fff7,21,21,4.619,1,0,0.0,5264.19,0.0476,0.0,0.0084,SP,santo andre
758,679769a98cfcc6da877c8486ff1c13f3,21,21,4.571,1,0,0.0,7029.0,0.0476,0.0,0.0084,MG,ipatinga
759,f9244d45189d3a3605499abddeade7d5,21,21,4.286,1,0,0.0,15731.43,0.0476,0.0,0.0084,SP,sao paulo
760,d13e50eaa47b4cbe9eb81465865d8cfc,67,67,4.821,2,0,0.0938,7155.05,0.0299,0.0,0.0082,SP,santo andre
761,503c1de08ae81a2d86f17951b204db55,22,22,4.409,1,0,0.0455,4906.99,0.0455,0.0,0.0081,SP,sao paulo
762,42ef3192a9ff87a22d1867b74b3ee205,23,23,4.652,1,0,0.0,1354.09,0.0435,0.0,0.0077,SP,santo andre
763,916c9de0b5ad957346eeeb12f332687e,23,23,4.565,1,1,0.0,5480.25,0.0435,0.0435,0.0077,PR,curitiba
764,013900e863eace745d3ec7614cab5b1a,23,23,4.696,1,0,0.0,1619.7,0.0435,0.0,0.0077,PR,curitiba
765,7e26c750b4cb9f6766f58265ff9ebe95,23,23,4.435,1,0,0.0,1344.3,0.0435,0.0,0.0077,MG,belo horizonte
766,10076e5788b8ee532724bcd460baf762,23,23,4.565,1,0,0.0455,821.48,0.0435,0.0,0.0077,SP,batatais
767,a3f0b55de503387383c7b1de3ad7f678,24,24,4.417,1,0,0.0417,4348.4,0.0417,0.0,0.0074,PR,curitiba
768,ed4311e67debd72b8610a5347a743087,25,24,4.625,1,0,0.0417,3636.0,0.0417,0.0,0.0074,SP,guarulhos
769,1dc2de47ee26a0a5b12dc14fd6dc0dea,25,25,4.56,1,0,0.0417,1670.3,0.04,0.0,0.0071,SP,ibitinga
770,95ec4458365c4d11f452ccf538377619,27,26,4.615,1,0,0.0385,1866.76,0.0385,0.0,0.0068,SP,limeira
771,cac876b37d3abcd6bd76caca30277996,27,26,4.462,1,0,0.0,2229.77,0.0385,0.0,0.0068,PR,cascavel
772,ffc470761de7d0232558ba5e786e57b7,28,27,4.444,1,0,0.037,1649.01,0.037,0.0,0.0066,SP,guarulhos
773,671585f5a2af58b6e276bc01003c0d2b,27,27,4.704,1,0,0.0,1244.0,0.037,0.0,0.0066,PR,curitiba
774,cc3d14116804f7209f3884f6367f1152,27,27,4.63,1,0,0.0,5477.8,0.037,0.0,0.0066,PR,curitiba
775,dbd66278cbfe1aa1000f90a217ca4695,85,85,4.506,2,0,0.0361,4928.9,0.0235,0.0,0.0065,SP,sao paulo
776,725c32fa80c2faacc4fc88450d27314e,89,87,4.517,2,0,0.0115,7838.88,0.023,0.0,0.0063,SP,sao paulo
777,6061155addc1e54b4cfb51c1c2a32ad8,28,28,4.643,1,0,0.0357,15633.4,0.0357,0.0,0.0063,SP,campinas
778,6e386f64c84e482f0b9abf960797ee1b,30,28,4.607,1,0,0.0714,12938.3,0.0357,0.0,0.0063,SP,sao paulo
779,d1ef48b38baca7e831711c4a0aeb398f,29,29,4.448,1,0,0.0714,1469.12,0.0345,0.0,0.0061,PR,apucarana
780,02f5837340d7eb4f653d676c7256523a,30,30,4.833,1,0,0.0333,3883.05,0.0333,0.0,0.0059,PR,curitiba
781,a3dd39f583bc80bd8c5901c95878921e,34,34,4.588,1,0,0.0303,4607.81,0.0294,0.0,0.0052,BA,salvador
782,bf3c6d2a28b2b5501e6c15448982dcc9,35,35,4.6,1,0,0.0286,3956.5,0.0286,0.0,0.0051,SP,sao paulo
783,31561f325664a8a7aba4c8d0c3a9b3db,36,36,4.639,1,0,0.0,2702.19,0.0278,0.0,0.0049,SP,sao paulo
784,594f9aaa48e5bf431f011ddc5669b0d5,37,37,4.595,1,0,0.0278,3248.8,0.027,0.0,0.0048,MG,contagem
785,6df688df543f90e9b38f4319e75a9d88,40,40,4.575,1,0,0.0,1949.96,0.025,0.0,0.0044,MG,belo horizonte
786,43f8c9950d11ecd03a0304a49e010da6,41,41,4.561,1,0,0.0488,4249.59,0.0244,0.0,0.0043,SP,carapicuiba
787,23c38debaffe4a25a30fdbd9b586a13f,41,41,4.317,1,0,0.122,5382.18,0.0244,0.0,0.0043,SP,votorantim
788,5f3ae9136c875522250f8184f253413a,43,42,4.643,1,0,0.0476,1158.0,0.0238,0.0,0.0042,SP,sao paulo
789,33a17d60c64393351ebf1ef860f4e0f2,43,43,4.628,1,0,0.0238,8152.48,0.0233,0.0,0.0041,RS,porto alegre
790,83e197e95a1bbabc8c75e883ed016c47,47,47,4.809,1,0,0.0217,6693.69,0.0213,0.0,0.0038,RJ,mage
791,376a891762bbdecbc02b4b6adec3fdda,57,57,4.667,1,0,0.0351,6406.23,0.0175,0.0,0.0031,GO,goiania
792,709e16e2b25c7474d980076c6bfc4806,60,60,4.517,1,0,0.0351,5151.9,0.0167,0.0,0.003,SP,birigui
793,080199a181c46c657dc5aa235411be3b,79,78,4.615,1,0,0.013,14504.2,0.0128,0.0,0.0023,SP,osasco
794,0509040ea3fe50071181bbc359eb7738,89,87,4.483,1,0,0.046,3737.95,0.0115,0.0,0.002,MG,belo horizonte
795,f4db9b37944bcb8873e6b456ee190bbf,21,21,4.571,0,0,0.1,3409.78,0.0,0.0,0.0,SP,itaquaquecetuba
796,960945e1a9535cbc0cd6ddd35fbe7ae8,28,28,4.643,0,0,0.0,3381.73,0.0,0.0,0.0,SP,sao paulo
797,5bffbafbb22daf6d3bfc216a46db8708,21,21,4.762,0,0,0.0,5239.7,0.0,0.0,0.0,RJ,nilopolis
798,7ade73f1b9b4e965f9009a4c3a7e2c15,27,26,4.769,0,0,0.0,1880.3,0.0,0.0,0.0,SP,bauru
799,d8c7ba53e7e38711eaef8c2849d6d2e1,22,22,4.5,0,0,0.0,1190.87,0.0,0.0,0.0,PR,floresta
800,1771297ac436903d1dd6b0e9279aa505,28,27,4.63,0,0,0.037,2881.27,0.0,0.0,0.0,SP,guarulhos
801,1c40343cc5d18c2d8248ac2f3366de34,21,21,4.619,0,0,0.0952,2461.41,0.0,0.0,0.0,SP,limeira
802,6b15924333bd1a741595fe981ea04822,21,21,4.667,0,0,0.0,614.32,0.0,0.0,0.0,SP,sao caetano do sul
803,f0837c8d71434931d9e38e7b79234797,22,22,4.591,0,0,0.05,3446.9,0.0,0.0,0.0,RS,arvorezinha
804,0bb738e4d789e63e2267697c42d35a2d,30,30,4.6,0,0,0.0357,2388.3,0.0,0.0,-0.0,SP,sao roque
805,42fa4ee7240e9b8eb4576358ec142ba7,22,21,4.81,0,0,0.0,3845.7,0.0,0.0,0.0,RS,caxias do sul
806,79ed755314cfe6df0daef2c6cd3022cd,23,22,4.727,0,0,0.0,3907.5,0.0,0.0,0.0,SP,rio claro
807,d624126b9206f595fb3fbb6ba03b28a8,23,22,4.318,0,0,0.0476,7198.8,0.0,0.0,0.0,PR,curitiba
808,3785b653b1b82de85ab47dd139938091,21,21,4.714,0,0,0.0,1552.0,0.0,0.0,0.0,PR,ampere
809,48efc9d94a9834137efd9ea76b065a38,33,33,5.0,0,0,0.0,345.6,0.0,0.0,0.0,PR,curitiba
810,18e694e0e48ed6f7aa3f24aade5fd697,31,31,4.677,0,0,0.0323,701.54,0.0,0.0,-0.0,SP,varzea paulista
811,41c2bad7229b0c25e6becf179ebf63ff,20,20,4.95,0,0,0.0,782.0,0.0,0.0,-0.0,RN,natal
